-1.35915	-0.716609	0.057936996	-0.6443519	-0.28118286	-0.69614506	-0.21746592	0.4330567	-0.2179077	1.5653923	-0.30306074	0.9096868
-0.001676401	-0.65449977	-0.460712	-1.3947946	3.3882616	2.5991135	-0.33222347	-0.67345256	0.73662627	-0.95377487	-0.56810886	-1.1081612
-0.59494966	2.2517312	4.882147	4.2896295	-0.65581167	-0.028203107	-0.18533038	-0.13677786	3.1772826	-0.9586855	-0.00902293	2.5591416
-0.008941869	-0.0040785833	-1.0303177	-1.7417425	-0.18769488	4.259679	2.573839	-0.006398357	-1.7400411	-0.0062509375	-0.006026939	0.9046392
-0.5608242	1.5901018	-1.828734	-0.740552	-0.3320779	-0.27279994	-0.86882794	-0.1391166	-0.94090253	-0.003434346	-0.7546158	-1.0485438
-0.0050487514	-1.2606553	1.6588207	-0.0108109545	-0.33468416	-0.6724524	6.6169076	-1.3410174	2.2552547	-0.010435853	2.9165566	-1.14096
-1.1476012	-1.732345	-1.7522886	2.7113657	2.855489	-1.3018341	-0.62005997	2.218544	6.856243	-0.33575347	-0.58072144	5.998609
-1.6582085	-0.8380998	7.689921	-0.12692416	-1.0937556	-0.071826845	-0.14172891	-0.13544525	5.1294584	-0.021321716	-0.0036457204	-0.004906945
2.5367765	-0.88221574	-0.008162122	-0.6741342	-0.0013099156	-0.0026917737	-1.2947255	-0.007203358	3.872296	-0.002875683	0.2573316	-0.033867303
-1.0491551	-0.37845787	-0.55659544	-1.3306077	-0.00600999	-1.0831685	1.7108399	-0.005527491	-0.09956172	-0.31451067	-0.0044262973	0.51243913
1.5691632	4.840758	-0.15103959	-1.0675051	-0.24089386	-0.54356515	0.42405143	-0.010911726	1.5736893	3.2719293	-0.0107864635	-0.4762508
-0.6551757	-1.6731278	-0.0049376586	-1.1754785	3.995531	-1.4598315	-1.0214643	-0.91118157	3.4288802	-0.14888637	4.886628	-0.5102756
-0.013019078	-0.5206578	2.2569566	5.253386	-0.526504	-2.3446758	-0.009848882	-0.0094914595	1.0360297	2.82394	-1.2180228	-0.0044935495
2.9159718	2.8487668	-0.65129834	1.6592534	-0.008591347	-2.1542704	1.1402675	-0.6000352	-1.5261383	1.1729035	-0.48157418	-0.05354499
-0.95638484	-0.0058193346	-2.2810867	-0.4638435	-0.7415323	-0.4792274	2.1911347	0.8646298	-1.3071425	-0.259048	-1.2439042	-2.1893945
-0.113641076	-0.5593741	-0.011889629	3.2962413	2.7522955	-0.94075	-0.7606254	-0.28740513	-1.0875841	-0.4413926	5.085247	-0.009087988
2.526955	2.9920528	-0.0047818613	-0.0063088643	-0.7505284	-1.8620068	1.0676877	4.2525754	3.1425006	-0.011182969	-1.121199	-1.8870174
-0.25714844	-1.5961578	-0.44689164	2.1230922	-0.30151212	-0.0028019128	-0.0051137814	3.5509508	-0.004238696	-0.40685228	-0.09474973	-0.011301632
-0.54785657	-0.70656	1.3270029	-0.0093206735	-0.00866654	1.5194191	-0.0024784831	-0.00843841	2.7221005	-1.0093745	-1.2011516	-0.26887092
3.1376235	-2.7381551	-0.0059179743	-0.1622027	-0.8744512	-0.0029565874	-1.4886832	-0.3943482	5.471524	1.6432742	-0.050084412	-1.2487814
3.5922806	-0.0054532522	0.5275966	2.4804947	-0.30234936	1.8027321	-1.5166966	-0.1464069	-1.3167673	-0.45543173	-0.0022409875	-0.34674677
0.06725979	-0.562284	-0.007862046	-1.0040298	-0.81668085	-1.8734099	0.94967747	-0.25331828	2.7603686	-0.030668745	-0.8493368	1.8624976
2.0987363	-0.011666172	-1.2105775	-1.6161879	-0.0018602617	-1.3311876	-0.004548861	-0.009698518	6.0483046	-0.6975285	-0.245044	3.4163518
3.7556007	4.806255	-0.0066760425	-0.0054918136	-1.7894702	-0.0010134652	-0.0025173875	1.1168512	0.42078796	-0.0075287395	-0.8504855	-0.006693638
-1.4357133	-0.6574754	-0.00904289	-0.5484141	-1.0052763	3.0460355	-0.22129317	4.1654587	-0.27798036	-0.0079438845	-0.23902293	-0.10309047
-0.41267076	-0.004377923	1.6777915	3.3558364	-1.8462886	-0.010000391	-0.44727114	-0.0071622734	-0.74294543	2.4516568	-1.0965433	-0.7972553
-0.826765	-0.17469348	-0.00922008	5.464046	-0.56341195	-0.3050324	3.1216557	0.63601065	-0.74133086	3.2908213	2.832311	-0.0072792945
-2.0447755	2.016085	-0.4464999	-0.13472234	-0.5182469	-0.27295253	1.8197336	-0.0045504496	-0.007871827	-0.69358766	-0.60531694	1.5620072
-1.3559989	-2.0019605	-0.008611059	-0.076962866	-0.28539166	3.72124	-0.4526192	-0.0018009231	0.6240108	-0.0070417705	-0.0018728963	-0.9072781
1.6747502	0.8615818	-0.21919908	0.83144736	-0.004188296	-0.005420497	0.24048463	-0.037766106	-0.0047769784	0.10402407	-2.5700657	-0.098886915
-1.6098655	-0.32379124	-0.008720704	-0.7130582	2.011769	3.7930436	-0.16874997	0.18519674	0.7124253	-1.5837591	-0.1410403	-0.29159072
-0.008819738	2.123649	-0.010481839	-0.00194386	-0.14524753	-0.37147576	-0.033255547	4.2874837	-0.2822983	-0.007071778	-0.5757964	-0.011390475
1.9094659	-0.9551621	-0.4060107	-0.22141406	-0.0014667712	-0.66954774	1.3902048	-0.004156179	3.3370533	-0.37615272	-0.0036471458	-0.19698176
-0.003919143	1.6378698	-0.39743346	-0.009867977	-0.0071031787	0.6517311	-0.6132401	-0.005590599	1.4706644	0.19960684	-0.45326456	1.2991227
-0.2632926	-0.16865133	1.6441809	2.071948	-1.7176107	-0.13351993	1.0886576	-0.1291291	-2.0416877	1.3229977	-0.6429472	-0.4622946
-0.00253761	-0.010046402	-0.7526989	-0.069700055	0.51465595	-0.7838012	-0.7269394	-0.0068821213	-0.13512035	-0.0026092567	-0.004406842	-0.4346107
-0.0038668069	-1.0334514	-0.44466457	-0.15664357	-0.46754065	-2.8483183	-0.17434692	-0.004787786	-0.58160126	2.202306	-0.014740714	-0.7356606
-1.3004333	1.572131	-0.51433325	-0.0051320167	-1.107431	-0.3308204	2.1318355	-0.46574628	0.26896685	-1.3344612	4.2820277	-0.10062442
-0.609698	4.165972	2.6587071	-0.35069904	0.44190222	2.243205	-0.010845793	-0.08443071	2.1066675	-0.0041635926	-1.4772738	-1.3887525
-0.39938772	3.6515203	-0.008102	0.9084972	-0.0066136	-0.8643797	0.71729213	-0.004095467	0.7362679	4.3725944	-1.3939316	-0.36626798
2.7952354	1.0770042	-0.089463875	0.41392782	-0.7929062	-0.42711735	-0.25271222	-0.0027882175	-0.0006409356	-0.004164356	-0.5440418	-0.90757275
-0.7200396	-0.35749513	-0.003754931	0.7156565	-0.83736646	2.1722841	-0.9116503	-0.0032268965	1.1081116	-1.1633556	2.935035	-0.012176607
-2.6542053	4.2508245	-0.006197021	-1.2306638	0.7263119	-0.6655378	1.6408336	-0.004270835	-1.2405132	1.9894915	0.6878079	-0.010763104
-0.90146273	-1.4607134	1.6066537	-0.0047125765	-0.2461394	-0.6485049	-0.1656274	-0.7167096	2.1604004	0.72756785	0.26017112	-0.0024493407
2.4740534	3.2957606	-2.1161437	-0.39252576	-0.0990232	-1.1694111	1.647201	-0.20338956	0.021248259	0.56435966	-1.5670958	-0.19506614
-0.7780748	0.7806916	-0.7561744	-0.0016406993	0.5399758	-1.6178386	-1.5090934	-0.54794025	0.19710103	-1.4189961	0.15788417	-1.8012351
-1.7773224	0.5213569	2.9319575	-1.1899853	-0.21508433	1.6860673	1.4872811	1.29641	-0.011794574	-0.7359662	-0.005175505	-0.005366651
2.2750957	-1.8247265	-0.17339113	-1.9289645	-0.008584168	-1.6221321	-0.004302506	-0.46096012	-0.5173495	-0.0026648631	-1.2677069	-0.122563675
-0.009209177	-0.4619368	-0.6551672	6.1217785	-0.19443999	-1.9830197	0.92788047	-0.98127407	-0.48801965	-1.250371	2.2238712	3.479945
